playername,year,realERA,adjustedERA,diff
Adam Wainwright,2023,7.40,5.03,2.37
David Peterson,2023,5.24,3.01,2.23
Tony Gonsolin,2023,4.98,2.84,2.14
Domingo German,2023,4.77,2.64,2.13
Grayson Rodriguez,2023,4.35,2.22,2.13
Martin Perez,2023,4.98,2.99,1.99
Graham Ashcraft,2023,4.76,2.79,1.97
Hunter Greene,2023,4.82,2.94,1.88
Chris Sale,2023,4.30,2.42,1.88
Marcus Stroman,2023,4.04,2.19,1.85
Kenta Maeda,2023,4.28,2.44,1.84
Bryce Miller,2023,4.32,2.48,1.84
Julio Urias,2023,4.60,2.77,1.83
Drew Smyly,2023,5.62,3.83,1.79
Tanner Houck,2023,5.01,3.22,1.79
Reid Detmers,2023,4.48,2.78,1.70
Kutter Crawford,2023,4.51,2.82,1.69
J. P. France,2023,3.92,2.26,1.66
Michael Kopech,2023,5.12,3.46,1.66
Andrew Abbott,2023,3.87,2.21,1.66
Colin Rea,2023,4.75,3.10,1.65
Adrian Houser,2023,4.23,2.59,1.64
Jack Flaherty,2023,5.03,3.39,1.64
Paul Blackburn,2023,4.30,2.67,1.63
Michael Lorenzen,2023,4.06,2.49,1.57
Austin Gomber,2023,5.50,3.94,1.56
Andrew Heaney,2023,4.08,2.52,1.56
Lucas Giolito,2023,4.88,3.35,1.53
Mike Clevinger,2023,3.77,2.24,1.53
Tyler Glasnow,2023,3.53,2.00,1.53
Johan Oviedo,2023,4.31,2.80,1.51
Ryne Nelson,2023,5.53,4.02,1.51
Brady Singer,2023,5.52,4.02,1.50
Zack Greinke,2023,5.02,3.55,1.47
Taj Bradley,2023,5.52,4.06,1.46
Michael Wacha,2023,3.22,1.76,1.46
Yu Darvish,2023,4.56,3.12,1.44
Rich Hill,2023,5.57,4.14,1.43
Tylor Megill,2023,4.70,3.29,1.41
Max Scherzer,2023,3.77,2.37,1.40
Seth Lugo,2023,3.57,2.19,1.38
Ken Waldichuk,2023,5.33,3.95,1.38
Pablo Lopez,2023,3.66,2.28,1.38
Tyler Wells,2023,3.98,2.61,1.37
Braxton Garrett,2023,3.62,2.26,1.36
Tyler Anderson,2023,5.52,4.16,1.36
Jordan Lyles,2023,6.28,4.93,1.35
Lance Lynn,2023,5.73,4.40,1.33
Wade Miley,2023,3.14,1.82,1.32
Kyle Freeland,2023,5.03,3.71,1.32
Bobby Miller,2023,3.76,2.44,1.32
Alex Cobb,2023,3.87,2.56,1.31
Mitch Keller,2023,4.21,2.90,1.31
Nathan Eovaldi,2023,3.63,2.32,1.31
Eduardo Rodriguez,2023,3.30,1.99,1.31
Shane McClanahan,2023,3.29,1.99,1.30
Hunter Brown,2023,5.19,3.89,1.30
Dylan Cease,2023,4.58,3.30,1.28
Logan Allen,2023,3.81,2.53,1.28
Patrick Sandoval,2023,4.11,2.86,1.25
Yusei Kikuchi,2023,3.86,2.62,1.24
MacKenzie Gore,2023,4.42,3.19,1.23
Kevin Gausman,2023,3.16,1.94,1.22
Luke Weaver,2023,6.47,5.25,1.22
Shane Bieber,2023,3.80,2.58,1.22
Chris Bassitt,2023,3.60,2.39,1.21
Brayan Bello,2023,4.24,3.03,1.21
Ranger Suarez,2023,4.18,2.97,1.21
Jake Irvin,2023,4.61,3.40,1.21
Joe Ryan,2023,4.51,3.31,1.20
Brandon Williamson,2023,4.46,3.26,1.20
Jesus Luzardo,2023,3.58,2.40,1.18
Trevor Williams,2023,5.55,4.38,1.17
Clarke Schmidt,2023,4.66,3.49,1.17
Kyle Hendricks,2023,3.74,2.57,1.17
Shohei Ohtani,2023,3.14,1.98,1.16
Jameson Taillon,2023,4.97,3.82,1.15
Spencer Strider,2023,3.86,2.71,1.15
Justin Verlander,2023,3.22,2.08,1.14
Griffin Canning,2023,4.20,3.07,1.13
Dean Kremer,2023,4.12,3.01,1.11
Jordan Montgomery,2023,3.20,2.11,1.09
Josiah Gray,2023,3.91,2.82,1.09
Aaron Civale,2023,3.46,2.38,1.08
Patrick Corbin,2023,5.20,4.14,1.06
Zach Eflin,2023,3.50,2.44,1.06
Bryce Elder,2023,3.81,2.75,1.06
Jon Gray,2023,4.12,3.06,1.06
Kyle Gibson,2023,4.73,3.67,1.06
Sandy Alcantara,2023,4.14,3.09,1.05
Merrill Kelly,2023,3.29,2.25,1.04
Cristian Javier,2023,4.56,3.52,1.04
Clayton Kershaw,2023,2.46,1.43,1.03
Zack Wheeler,2023,3.61,2.58,1.03
Corbin Burnes,2023,3.39,2.36,1.03
Justin Steele,2023,3.06,2.04,1.02
Charlie Morton,2023,3.64,2.62,1.02
Miles Mikolas,2023,4.78,3.77,1.01
Taijuan Walker,2023,4.38,3.37,1.01
JP Sears,2023,4.54,3.54,1.00
Freddy Peralta,2023,3.86,2.86,1.00
Dane Dunning,2023,3.55,2.56,0.99
Bailey Ober,2023,3.43,2.45,0.98
George Kirby,2023,3.35,2.38,0.97
Framber Valdez,2023,3.45,2.50,0.95
Kyle Bradish,2023,2.83,1.91,0.92
Jose Berrios,2023,3.65,2.76,0.89
Luis Castillo,2023,3.34,2.45,0.89
Tanner Bibee,2023,2.98,2.11,0.87
Zac Gallen,2023,3.47,2.61,0.86
Logan Gilbert,2023,3.73,2.87,0.86
Aaron Nola,2023,4.46,3.62,0.84
Gerrit Cole,2023,2.63,1.81,0.82
Blake Snell,2023,2.25,1.48,0.77
Logan Webb,2023,3.25,2.51,0.74
Kodai Senga,2023,2.98,2.25,0.73
Sonny Gray,2023,2.79,2.08,0.71
Paul Blackburn,2022,4.28,2.12,2.16
Erick Fedde,2022,5.81,3.70,2.11
Jon Heasley,2022,5.28,3.32,1.96
Graham Ashcraft,2022,4.89,2.94,1.95
Kyle Bradish,2022,4.90,3.03,1.87
Tarik Skubal,2022,3.52,1.69,1.83
Brad Keller,2022,4.93,3.12,1.81
Alex Wood,2022,5.10,3.33,1.77
Jake Odorizzi,2022,4.40,2.63,1.77
Nathan Eovaldi,2022,3.87,2.13,1.74
Ian Anderson,2022,5.00,3.28,1.72
Marcus Stroman,2022,3.50,1.84,1.66
Zach Thompson,2022,5.19,3.54,1.65
Drew Smyly,2022,3.47,1.83,1.64
Tyler Mahle,2022,4.40,2.78,1.62
Pablo Lopez,2022,3.75,2.15,1.60
Trevor Rogers,2022,5.47,3.87,1.60
Patrick Corbin,2022,6.31,4.73,1.58
Hunter Greene,2022,4.44,2.86,1.58
Jose Suarez,2022,4.13,2.56,1.57
Lance Lynn,2022,3.99,2.44,1.55
Cristian Javier,2022,2.68,1.16,1.52
Dylan Bundy,2022,4.89,3.39,1.50
Rich Hill,2022,4.27,2.79,1.48
Corey Kluber,2022,4.34,2.86,1.48
Sean Manaea,2022,5.06,3.60,1.46
Zach Plesac,2022,4.34,2.88,1.46
Mike Clevinger,2022,4.25,2.79,1.46
Lucas Giolito,2022,4.90,3.45,1.45
Michael Kopech,2022,3.54,2.09,1.45
Kris Bubic,2022,5.55,4.11,1.44
Spencer Strider,2022,2.77,1.33,1.44
Jose Berrios,2022,5.23,3.81,1.42
Eric Lauer,2022,3.69,2.27,1.42
George Kirby,2022,3.39,1.97,1.42
Zack Greinke,2022,3.68,2.27,1.41
Jordan Lyles,2022,4.42,3.02,1.40
Blake Snell,2022,3.38,1.99,1.39
Joe Ryan,2022,3.55,2.17,1.38
Jesus Luzardo,2022,3.32,1.94,1.38
Nick Lodolo,2022,3.66,2.29,1.37
Zach Davies,2022,4.09,2.72,1.37
James Kaprielian,2022,4.23,2.86,1.37
Reid Detmers,2022,3.77,2.42,1.35
Zack Wheeler,2022,2.82,1.47,1.35
Justin Steele,2022,3.18,1.84,1.34
Chris Archer,2022,4.56,3.23,1.33
Michael Wacha,2022,3.32,2.03,1.29
Glenn Otto,2022,4.64,3.36,1.28
Chad Kuhl,2022,5.72,4.44,1.28
Carlos Carrasco,2022,3.97,2.70,1.27
Adrian Houser,2022,4.83,3.57,1.26
Dean Kremer,2022,3.23,1.97,1.26
Tyler Wells,2022,4.25,2.99,1.26
Miles Mikolas,2022,3.30,2.04,1.26
Dakota Hudson,2022,4.54,3.28,1.26
Sonny Gray,2022,3.08,1.82,1.26
Daniel Lynch,2022,5.13,3.90,1.23
Frankie Montas,2022,4.05,2.83,1.22
Kyle Gibson,2022,5.05,3.84,1.21
Josiah Gray,2022,5.02,3.81,1.21
Luis Severino,2022,3.18,1.99,1.19
Chris Bassitt,2022,3.42,2.23,1.19
Jeffrey Springs,2022,2.66,1.49,1.17
Taijuan Walker,2022,3.49,2.33,1.16
Johnny Cueto,2022,3.29,2.14,1.15
Kyle Wright,2022,3.19,2.04,1.15
Clayton Kershaw,2022,2.28,1.13,1.15
Carlos Rodon,2022,2.88,1.74,1.14
Jose Urquidy,2022,3.88,2.75,1.13
Joe Musgrove,2022,2.93,1.80,1.13
Shohei Ohtani,2022,2.33,1.20,1.13
Cole Irvin,2022,3.98,2.86,1.12
Martin Perez,2022,2.89,1.77,1.12
Brandon Woodruff,2022,3.05,1.94,1.11
Brady Singer,2022,3.11,2.00,1.11
Logan Gilbert,2022,3.20,2.10,1.10
Jon Gray,2022,3.96,2.86,1.10
JT Brubaker,2022,4.69,3.61,1.08
Patrick Sandoval,2022,2.91,1.83,1.08
Dylan Cease,2022,2.20,1.12,1.08
Nick Pivetta,2022,4.56,3.48,1.08
German Marquez,2022,4.95,3.87,1.08
Chris Flexen,2022,4.02,2.95,1.07
Merrill Kelly,2022,3.37,2.31,1.06
Kyle Freeland,2022,4.53,3.48,1.05
Max Scherzer,2022,2.29,1.24,1.05
Noah Syndergaard,2022,4.00,2.97,1.03
Yu Darvish,2022,3.10,2.09,1.01
Mitch Keller,2022,3.94,2.95,0.99
Alex Cobb,2022,3.73,2.75,0.98
Justin Verlander,2022,1.75,0.78,0.97
Tyler Anderson,2022,2.58,1.61,0.97
Jose Quintana,2022,2.93,1.97,0.96
Adam Wainwright,2022,3.71,2.75,0.96
Triston McKenzie,2022,2.92,1.98,0.94
Zac Gallen,2022,2.54,1.61,0.93
Drew Rasmussen,2022,2.84,1.93,0.91
Ross Stripling,2022,2.92,2.01,0.91
Kevin Gausman,2022,3.35,2.45,0.90
Robbie Ray,2022,3.71,2.81,0.90
Shane McClanahan,2022,2.54,1.65,0.89
Julio Urias,2022,2.16,1.29,0.87
Shane Bieber,2022,2.88,2.02,0.86
Aaron Nola,2022,3.25,2.39,0.86
Dane Dunning,2022,4.46,3.60,0.86
Ranger Suarez,2022,3.65,2.80,0.85
Luis Castillo,2022,2.99,2.15,0.84
Jordan Montgomery,2022,3.48,2.65,0.83
Gerrit Cole,2022,3.50,2.67,0.83
Cal Quantrill,2022,3.38,2.56,0.82
Corbin Burnes,2022,2.94,2.13,0.81
Sandy Alcantara,2022,2.28,1.47,0.81
Madison Bumgarner,2022,4.88,4.07,0.81
Tony Gonsolin,2022,2.14,1.33,0.81
Jameson Taillon,2022,3.91,3.12,0.79
Nestor Cortes,2022,2.44,1.65,0.79
Luis Garcia,2022,3.72,2.95,0.77
Charlie Morton,2022,4.34,3.58,0.76
Logan Webb,2022,2.90,2.17,0.73
Framber Valdez,2022,2.82,2.12,0.70
Alek Manoah,2022,2.24,1.59,0.65
Max Fried,2022,2.48,1.85,0.63
Marco Gonzales,2022,4.13,3.55,0.58
Joe Ross,2021,4.02,1.68,2.34
Michael Wacha,2021,4.53,2.37,2.16
Kris Bubic,2021,4.77,2.84,1.93
Austin Gomber,2021,4.53,2.60,1.93
Mitch Keller,2021,6.17,4.34,1.83
Ryan Yarbrough,2021,5.46,3.67,1.79
Mike Foltynewicz,2021,5.54,3.78,1.76
Blake Snell,2021,4.20,2.45,1.75
J.A. Happ,2021,5.79,4.06,1.73
Dane Dunning,2021,4.55,2.83,1.72
Kenta Maeda,2021,4.66,2.95,1.71
Chris Paddack,2021,5.08,3.38,1.70
Wil Crowe,2021,5.43,3.77,1.66
Adbert Alzolay,2021,5.16,3.53,1.63
JT Brubaker,2021,5.36,3.73,1.63
Andrew Heaney,2021,5.48,3.86,1.62
Zach Davies,2021,5.78,4.16,1.62
Matt Harvey,2021,6.27,4.66,1.61
Alek Manoah,2021,3.22,1.64,1.58
Jorge Lopez,2021,6.35,4.77,1.58
Vladimir Gutierrez,2021,4.74,3.17,1.57
Clayton Kershaw,2021,3.55,1.98,1.57
Eric Lauer,2021,3.04,1.48,1.56
Kyle Hendricks,2021,4.77,3.24,1.53
Kyle Freeland,2021,4.33,2.81,1.52
James Kaprielian,2021,3.80,2.28,1.52
Triston McKenzie,2021,5.03,3.53,1.50
Brady Singer,2021,4.91,3.41,1.50
Madison Bumgarner,2021,4.67,3.18,1.49
Jake Odorizzi,2021,4.38,2.90,1.48
Yusei Kikuchi,2021,4.41,2.93,1.48
Aaron Civale,2021,3.84,2.37,1.47
Zach Eflin,2021,4.17,2.71,1.46
Drew Smyly,2021,4.75,3.30,1.45
Cal Quantrill,2021,3.12,1.69,1.43
Tarik Skubal,2021,4.39,2.97,1.42
German Marquez,2021,4.40,2.98,1.42
Lance Lynn,2021,2.69,1.28,1.41
Johnny Cueto,2021,4.09,2.69,1.40
Hyun-Jin Ryu,2021,4.37,2.97,1.40
Shohei Ohtani,2021,3.18,1.79,1.39
Logan Gilbert,2021,4.68,3.29,1.39
Wade Miley,2021,3.37,2.00,1.37
Sonny Gray,2021,4.19,2.82,1.37
Pablo Lopez,2021,3.07,1.71,1.36
Erick Fedde,2021,5.26,3.91,1.35
Marco Gonzales,2021,3.96,2.61,1.35
Gerrit Cole,2021,3.23,1.89,1.34
Michael Pineda,2021,3.72,2.38,1.34
Dylan Cease,2021,3.91,2.58,1.33
Brad Keller,2021,5.39,4.07,1.32
Taijuan Walker,2021,4.43,3.12,1.31
Luis Castillo,2021,3.98,2.67,1.31
Tyler Anderson,2021,4.53,3.23,1.30
Patrick Corbin,2021,5.82,4.57,1.25
Garrett Richards,2021,5.22,3.97,1.25
Aaron Nola,2021,4.63,3.38,1.25
Jon Lester,2021,4.71,3.46,1.25
Adrian Houser,2021,3.33,2.08,1.25
Zach Plesac,2021,4.67,3.43,1.24
Zac Gallen,2021,4.30,3.07,1.23
Jordan Lyles,2021,5.39,4.17,1.22
Chris Flexen,2021,3.61,2.39,1.22
Kyle Gibson,2021,3.50,2.28,1.22
Eduardo Rodriguez,2021,4.77,3.56,1.21
Yu Darvish,2021,4.22,3.01,1.21
Jose Urquidy,2021,3.62,2.41,1.21
Max Fried,2021,3.04,1.85,1.19
Sandy Alcantara,2021,3.19,2.01,1.18
Nathan Eovaldi,2021,3.75,2.58,1.17
Tyler Mahle,2021,3.75,2.61,1.14
Jameson Taillon,2021,4.30,3.16,1.14
Alex Wood,2021,3.83,2.69,1.14
Frankie Montas,2021,3.37,2.23,1.14
Zack Greinke,2021,4.11,2.98,1.13
Antonio Senzatela,2021,4.42,3.29,1.13
John Means,2021,3.62,2.50,1.12
Max Scherzer,2021,2.46,1.34,1.12
Freddy Peralta,2021,2.85,1.74,1.11
Jordan Montgomery,2021,3.83,2.74,1.09
Lucas Giolito,2021,3.53,2.44,1.09
Julio Urias,2021,2.96,1.87,1.09
Dallas Keuchel,2021,5.18,4.09,1.09
Anthony DeSclafani,2021,3.17,2.09,1.08
Sean Manaea,2021,3.91,2.83,1.08
Ian Anderson,2021,3.58,2.51,1.07
Luis Garcia,2021,3.56,2.50,1.06
Mike Minor,2021,5.05,3.99,1.06
Carlos Rodon,2021,2.37,1.32,1.05
Logan Webb,2021,3.05,2.02,1.03
Steven Matz,2021,3.82,2.80,1.02
Joe Musgrove,2021,3.27,2.25,1.02
Jon Gray,2021,4.59,3.60,0.99
Nick Pivetta,2021,4.56,3.60,0.96
Merrill Kelly,2021,4.44,3.48,0.96
Framber Valdez,2021,3.14,2.18,0.96
Rich Hill,2021,3.76,2.82,0.94
Trevor Bauer,2021,2.59,1.65,0.94
Chris Bassitt,2021,3.15,2.22,0.93
Casey Mize,2021,3.71,2.79,0.92
Adam Wainwright,2021,3.05,2.14,0.91
Shane McClanahan,2021,3.43,2.54,0.89
Cole Irvin,2021,4.24,3.35,0.89
Zack Wheeler,2021,2.78,1.91,0.87
Jose Berrios,2021,3.52,2.66,0.86
Brandon Woodruff,2021,2.56,1.71,0.85
Charlie Morton,2021,3.34,2.50,0.84
Corbin Burnes,2021,2.43,1.60,0.83
Lance McCullers,2021,3.16,2.35,0.81
Walker Buehler,2021,2.47,1.68,0.79
Kevin Gausman,2021,2.81,2.03,0.78
Trevor Rogers,2021,2.64,1.93,0.71
Robbie Ray,2021,2.84,2.19,0.65
Marcus Stroman,2021,3.02,2.38,0.64
Blake Snell,2019,4.29,2.14,2.15
David Price,2019,4.28,2.17,2.11
Tyler Beede,2019,5.03,2.94,2.09
Jordan Zimmermann,2019,6.91,5.02,1.89
Michael Wacha,2019,4.66,2.81,1.85
Jhoulys Chacin,2019,6.07,4.22,1.85
Glenn Sparkman,2019,6.31,4.49,1.82
Adam Plutko,2019,4.64,2.84,1.80
Pablo Lopez,2019,5.09,3.31,1.78
Antonio Senzatela,2019,6.71,4.95,1.76
Zach Plesac,2019,3.81,2.05,1.76
CC Sabathia,2019,4.99,3.23,1.76
Zach Davies,2019,3.55,1.83,1.72
Chase Anderson,2019,4.19,2.47,1.72
Mike Foltynewicz,2019,4.54,2.83,1.71
Vincent Velasquez,2019,4.96,3.26,1.70
Kyle Freeland,2019,6.73,5.07,1.66
Adam Wainwright,2019,4.19,2.54,1.65
Jordan Lyles,2019,4.15,2.52,1.63
Trevor Williams,2019,5.38,3.79,1.59
Mike Clevinger,2019,2.71,1.14,1.57
Cole Hamels,2019,3.81,2.26,1.55
Danny Duffy,2019,4.34,2.79,1.55
Chris Archer,2019,5.19,3.66,1.53
Dallas Keuchel,2019,3.75,2.25,1.50
Chris Sale,2019,4.40,2.91,1.49
Trevor Richards,2019,4.38,2.89,1.49
Homer Bailey,2019,4.57,3.08,1.49
Brandon Woodruff,2019,3.62,2.13,1.49
Trent Thornton,2019,5.04,3.55,1.49
Aaron Sanchez,2019,5.89,4.42,1.47
Jon Lester,2019,4.46,2.99,1.47
Steven Matz,2019,4.24,2.78,1.46
Max Fried,2019,4.15,2.70,1.45
Trevor Bauer,2019,4.48,3.03,1.45
Joe Musgrove,2019,4.49,3.05,1.44
Noah Syndergaard,2019,4.28,2.86,1.42
Anthony DeSclafani,2019,3.89,2.47,1.42
Yonny Chirinos,2019,3.54,2.13,1.41
German Marquez,2019,4.76,3.35,1.41
Domingo German,2019,4.28,2.88,1.40
Zach Eflin,2019,4.22,2.82,1.40
Tyler Mahle,2019,5.14,3.75,1.39
Ivan Nova,2019,4.72,3.34,1.38
Joey Lucchesi,2019,4.18,2.81,1.37
Jeff Samardzija,2019,3.52,2.17,1.35
J.A. Happ,2019,5.01,3.67,1.34
Julio Teheran,2019,3.81,2.49,1.32
Andrew Cashner,2019,4.83,3.51,1.32
Martin Perez,2019,4.99,3.68,1.31
Chris Paddack,2019,3.33,2.02,1.31
Masahiro Tanaka,2019,4.47,3.17,1.30
Kenta Maeda,2019,4.14,2.85,1.29
Jose Quintana,2019,4.80,3.52,1.28
Reynaldo Lopez,2019,5.38,4.10,1.28
James Paxton,2019,3.82,2.54,1.28
Michael Fiers,2019,3.90,2.64,1.26
Eric Lauer,2019,4.49,3.24,1.25
Mike Leake,2019,4.29,3.05,1.24
Jake Odorizzi,2019,3.51,2.29,1.22
Kyle Hendricks,2019,3.46,2.25,1.21
Hyun-Jin Ryu,2019,2.32,1.11,1.21
Lucas Giolito,2019,3.41,2.24,1.17
Merrill Kelly,2019,4.42,3.25,1.17
Brad Keller,2019,4.19,3.04,1.15
Dylan Bundy,2019,4.79,3.66,1.13
Caleb Smith,2019,4.52,3.39,1.13
Walker Buehler,2019,3.26,2.13,1.13
Yusei Kikuchi,2019,5.46,4.33,1.13
Matt Boyd,2019,4.56,3.44,1.12
Michael Pineda,2019,4.01,2.89,1.12
Spencer Turnbull,2019,4.61,3.50,1.11
Patrick Corbin,2019,3.25,2.15,1.10
Miles Mikolas,2019,4.16,3.06,1.10
Rick Porcello,2019,5.52,4.42,1.10
Chris Bassitt,2019,3.95,2.86,1.09
Jake Arrieta,2019,4.64,3.56,1.08
Wade Miley,2019,3.98,2.91,1.07
John Means,2019,3.73,2.66,1.07
Jake Junis,2019,5.24,4.18,1.06
Jon Gray,2019,3.85,2.80,1.05
Lance Lynn,2019,3.67,2.63,1.04
Daniel Norris,2019,4.50,3.46,1.04
Jason Vargas,2019,4.30,3.27,1.03
Stephen Strasburg,2019,3.32,2.29,1.03
Luis Castillo,2019,3.40,2.38,1.02
Anibal Sanchez,2019,3.85,2.83,1.02
Jacob deGrom,2019,2.43,1.41,1.02
Marco Gonzales,2019,3.99,2.97,1.02
Tanner Roark,2019,4.35,3.35,1.00
Sandy Alcantara,2019,3.88,2.90,0.98
Mike Minor,2019,3.59,2.61,0.98
Jose Berrios,2019,3.68,2.74,0.94
Zack Wheeler,2019,3.96,3.02,0.94
Eduardo Rodriguez,2019,3.81,2.89,0.92
Jack Flaherty,2019,2.75,1.84,0.91
Aaron Nola,2019,3.87,2.97,0.90
Brett Anderson,2019,3.89,2.99,0.90
Gerrit Cole,2019,2.50,1.61,0.89
Kyle Gibson,2019,4.89,4.00,0.89
Shane Bieber,2019,3.26,2.40,0.86
Mike Soroka,2019,2.68,1.83,0.85
Yu Darvish,2019,3.98,3.14,0.84
Zack Greinke,2019,2.93,2.10,0.83
Max Scherzer,2019,2.92,2.09,0.83
Madison Bumgarner,2019,3.90,3.09,0.81
Marcus Stroman,2019,3.22,2.43,0.79
Charlie Morton,2019,3.05,2.27,0.78
Robbie Ray,2019,4.34,3.59,0.75
Dakota Hudson,2019,3.36,2.61,0.75
Justin Verlander,2019,2.58,1.91,0.67
Clayton Kershaw,2019,3.05,2.41,0.64
Sonny Gray,2019,2.87,2.29,0.58
Jason Hammel,2018,6.16,3.16,3.00
Chad Bettis,2018,5.28,2.84,2.44
Ian Kennedy,2018,4.66,2.54,2.12
Marcus Stroman,2018,5.54,3.42,2.12
Tyler Skaggs,2018,4.02,2.02,2.00
Dylan Covey,2018,5.50,3.52,1.98
Eric Lauer,2018,4.34,2.38,1.96
Sonny Gray,2018,5.26,3.34,1.92
Carlos Martinez,2018,3.41,1.60,1.81
Carlos Rodon,2018,4.18,2.38,1.80
Wei-Yin Chen,2018,4.79,3.02,1.77
Lucas Giolito,2018,6.13,4.40,1.73
Nathan Eovaldi,2018,3.77,2.08,1.69
Lance McCullers,2018,3.93,2.24,1.69
Felix Hernandez,2018,5.64,3.96,1.68
Eduardo Rodriguez,2018,3.79,2.15,1.64
Sal Romano,2018,5.48,3.86,1.62
David Hess,2018,4.84,3.25,1.59
Andrew Cashner,2018,5.29,3.75,1.54
Trevor Richards,2018,4.42,2.88,1.54
Clayton Richard,2018,5.33,3.80,1.53
Chris Stratton,2018,4.70,3.18,1.52
Julio Teheran,2018,3.94,2.44,1.50
Michael Fulmer,2018,4.69,3.21,1.48
Vincent Velasquez,2018,4.88,3.40,1.48
Junior Guerra,2018,4.27,2.80,1.47
Aaron Sanchez,2018,4.89,3.43,1.46
Homer Bailey,2018,6.09,4.64,1.45
Jose Quintana,2018,4.09,2.64,1.45
Tyler Mahle,2018,4.98,3.55,1.43
Madison Bumgarner,2018,3.26,1.84,1.42
Tanner Roark,2018,4.25,2.84,1.41
Bartolo Colon,2018,5.68,4.27,1.41
Chris Archer,2018,4.31,2.90,1.41
Sam Gaviglio,2018,5.43,4.02,1.41
Luke Weaver,2018,4.66,3.26,1.40
Joe Musgrove,2018,4.06,2.67,1.39
Tyler Anderson,2018,4.55,3.17,1.38
Nick Pivetta,2018,4.80,3.43,1.37
Jordan Zimmermann,2018,4.52,3.15,1.37
Tyson Ross,2018,4.38,3.02,1.36
Matt Harvey,2018,4.71,3.36,1.35
Alex Wood,2018,3.65,2.30,1.35
Lance Lynn,2018,4.94,3.60,1.34
Anthony DeSclafani,2018,4.93,3.59,1.34
Stephen Strasburg,2018,3.74,2.41,1.33
Jake Odorizzi,2018,4.49,3.16,1.33
Joey Lucchesi,2018,4.08,2.75,1.33
Shane Bieber,2018,4.25,2.93,1.32
Jaime Barria,2018,3.41,2.10,1.31
Jon Lester,2018,3.32,2.01,1.31
Dereck Rodriguez,2018,2.89,1.59,1.30
Reynaldo Lopez,2018,3.91,2.61,1.30
Francisco Liriano,2018,4.65,3.35,1.30
Dylan Bundy,2018,5.45,4.16,1.29
Robbie Ray,2018,3.93,2.65,1.28
Wade LeBlanc,2018,3.64,2.36,1.28
Andrew Suarez,2018,4.49,3.22,1.27
Ross Stripling,2018,3.39,2.13,1.26
Gio Gonzalez,2018,4.21,2.95,1.26
Alex Cobb,2018,4.90,3.65,1.25
Marco Gonzales,2018,4.00,2.76,1.24
Danny Duffy,2018,4.88,3.64,1.24
Zach Eflin,2018,4.36,3.12,1.24
Sean Newcomb,2018,3.91,2.68,1.23
Andrew Heaney,2018,4.15,2.96,1.19
J.A. Happ,2018,3.65,2.47,1.18
Rich Hill,2018,3.69,2.51,1.18
Dan Straily,2018,4.12,2.95,1.17
CC Sabathia,2018,3.65,2.49,1.16
Marco Estrada,2018,5.64,4.48,1.16
Brad Keller,2018,3.28,2.13,1.15
David Price,2018,3.58,2.43,1.15
Zack Godley,2018,4.77,3.63,1.14
Mike Leake,2018,4.36,3.23,1.13
Trevor Cahill,2018,3.91,2.80,1.11
Kevin Gausman,2018,3.92,2.82,1.10
Jhoulys Chacin,2018,3.56,2.46,1.10
Masahiro Tanaka,2018,3.75,2.66,1.09
Kenta Maeda,2018,3.85,2.77,1.08
Ivan Nova,2018,4.19,3.11,1.08
Zack Wheeler,2018,3.31,2.24,1.07
James Shields,2018,4.50,3.43,1.07
Jon Gray,2018,5.12,4.05,1.07
Jake Junis,2018,4.37,3.31,1.06
Walker Buehler,2018,2.43,1.37,1.06
Steven Matz,2018,3.97,2.91,1.06
Cole Hamels,2018,3.78,2.72,1.06
Patrick Corbin,2018,3.15,2.12,1.03
German Marquez,2018,3.76,2.73,1.03
Matt Boyd,2018,4.39,3.38,1.01
Mike Foltynewicz,2018,2.85,1.85,1.00
Rick Porcello,2018,4.28,3.28,1.00
Carlos Carrasco,2018,3.33,2.33,1.00
James Paxton,2018,3.76,2.79,0.97
Jameson Taillon,2018,3.20,2.24,0.96
Sean Manaea,2018,3.59,2.63,0.96
Mike Minor,2018,4.18,3.22,0.96
Luis Severino,2018,3.39,2.43,0.96
Luis Castillo,2018,4.30,3.35,0.95
Chase Anderson,2018,3.93,2.99,0.94
Anibal Sanchez,2018,2.90,1.99,0.91
Charlie Morton,2018,3.13,2.22,0.91
Michael Fiers,2018,3.31,2.42,0.89
Jack Flaherty,2018,3.34,2.45,0.89
Trevor Williams,2018,3.11,2.23,0.88
Jake Arrieta,2018,3.96,3.09,0.87
Jose Berrios,2018,3.84,2.98,0.86
Dallas Keuchel,2018,3.74,2.89,0.85
Corey Kluber,2018,2.89,2.04,0.85
Chris Sale,2018,2.11,1.28,0.83
Blake Snell,2018,1.89,1.06,0.83
Mike Clevinger,2018,3.02,2.21,0.81
Justin Verlander,2018,2.52,1.71,0.81
Jose Urena,2018,3.98,3.21,0.77
Derek Holland,2018,3.67,2.92,0.75
Kyle Hendricks,2018,3.44,2.73,0.71
Clayton Kershaw,2018,2.73,2.02,0.71
Kyle Freeland,2018,2.85,2.15,0.70
Kyle Gibson,2018,3.62,2.93,0.69
Noah Syndergaard,2018,3.03,2.35,0.68
Zack Greinke,2018,3.21,2.54,0.67
Trevor Bauer,2018,2.26,1.61,0.65
Aaron Nola,2018,2.37,1.79,0.58
Miles Mikolas,2018,2.83,2.26,0.57
Max Scherzer,2018,2.53,1.96,0.57
